cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0.0,0.0,-5.366204166666666,36.15046283333333,1,1,1
0.0,1.0,-5.366204166666666,36.15046283333333,2,0,3
0.0,2.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,3.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,4.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,5.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,6.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,7.0,-5.366204166666666,36.15046283333333,1,1,2
0.0,8.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,9.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,10.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,11.0,-5.366204166666666,36.15046283333333,1,0,3
0.0,12.0,-5.366204166666666,36.15046283333333,1,0,2
0.0,13.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,14.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,15.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,16.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,17.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,18.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,19.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,20.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,21.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,22.0,-5.366204166666666,36.15046283333333,0,1,0
0.0,23.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,24.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,25.0,-5.366204166666666,36.15046283333333,1,0,2
0.0,26.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,27.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,28.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,29.0,-5.366204166666666,36.15046283333333,0,1,0
0.0,30.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,31.0,-5.366204166666666,36.15046283333333,0,1,0
0.0,32.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,33.0,-5.366204166666666,36.15046283333333,2,1,3
0.0,34.0,-5.366204166666666,36.15046283333333,2,0,3
0.0,35.0,-5.366204166666666,36.15046283333333,1,1,2
0.0,36.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,37.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,38.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,39.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,40.0,-5.366204166666666,36.15046283333333,0,1,0
0.0,41.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,42.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,43.0,-5.366204166666666,36.15046283333333,2,0,3
0.0,44.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,45.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,46.0,-5.366204166666666,36.15046283333333,1,1,1
0.0,47.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,48.0,-5.366204166666666,36.15046283333333,1,0,1
0.0,49.0,-5.366204166666666,36.15046283333333,0,0,0
0.0,50.0,-5.366204166666666,36.15046283333333,2,2,4
0.0,51.0,-5.366204166666666,36.15046283333333,1,0,2
