cell,microcell,location_x,location_y,household_number,place_number,Susceptible
8748062749188,8748062752416,0.9791511617091211,0.37666313900256576,13,1,34
8748062749188,8748062752425,0.9791511617091211,0.37666313900256576,13,0,36
8748062749188,8748062752437,0.9791511617091211,0.37666313900256576,13,0,28
8748062749188,8748062752449,0.9791511617091211,0.37666313900256576,13,1,26
8748062749188,8748062752458,0.9791511617091211,0.37666313900256576,11,0,20
8748062749188,8748062752467,0.9791511617091211,0.37666313900256576,13,0,36
8748062749188,8748062752476,0.9791511617091211,0.37666313900256576,12,1,36
8748062749188,8748062752485,0.9791511617091211,0.37666313900256576,13,0,28
8748062749188,8748062752494,0.9791511617091211,0.37666313900256576,14,0,37
8748062749188,8748062752503,0.9791511617091211,0.37666313900256576,12,0,34
8748062749188,8748062754820,0.9791511617091211,0.37666313900256576,12,0,27
8748062749188,8748062754829,0.9791511617091211,0.37666313900256576,14,1,40
8748062749188,8748062754838,0.9791511617091211,0.37666313900256576,13,1,33
8748062749188,8748062754847,0.9791511617091211,0.37666313900256576,13,1,27
8748062749188,8748062754856,0.9791511617091211,0.37666313900256576,13,0,34
8748062749188,8748062754865,0.9791511617091211,0.37666313900256576,12,0,37
8748062749188,8748062754874,0.9791511617091211,0.37666313900256576,13,0,32
8748062749188,8748062754883,0.9791511617091211,0.37666313900256576,14,1,43
8748062749188,8748062754892,0.9791511617091211,0.37666313900256576,12,0,34
8748062749188,8748062754901,0.9791511617091211,0.37666313900256576,11,0,32
8748062749188,8748062754910,0.9791511617091211,0.37666313900256576,13,0,26
8748062749188,8748062754919,0.9791511617091211,0.37666313900256576,11,0,22
8748062749188,8748062754928,0.9791511617091211,0.37666313900256576,13,0,36
8748062749188,8748062754937,0.9791511617091211,0.37666313900256576,14,0,30
8748062749188,8748062754946,0.9791511617091211,0.37666313900256576,11,1,27
8748062749188,8748062754955,0.9791511617091211,0.37666313900256576,13,0,41
8748062749188,8748062754964,0.9791511617091211,0.37666313900256576,12,0,27
8748062749188,8748062754973,0.9791511617091211,0.37666313900256576,13,0,41
8748062749188,8748062754982,0.9791511617091211,0.37666313900256576,12,0,41
8748062749188,8748062754991,0.9791511617091211,0.37666313900256576,13,0,41
8748062749188,8748062755000,0.9791511617091211,0.37666313900256576,12,0,38
8748062749188,8748062755009,0.9791511617091211,0.37666313900256576,11,0,31
8748062749188,8748062755018,0.9791511617091211,0.37666313900256576,14,0,41
8748062749188,8748062755027,0.9791511617091211,0.37666313900256576,11,0,34
8748062749188,8748062755036,0.9791511617091211,0.37666313900256576,12,0,29
8748062749188,8748062755045,0.9791511617091211,0.37666313900256576,12,0,37
8748062749188,8748062755054,0.9791511617091211,0.37666313900256576,14,0,49
8748062749188,8748062755063,0.9791511617091211,0.37666313900256576,14,0,38
8748062749188,8748070188292,0.9791511617091211,0.37666313900256576,13,0,39
8748062749188,8748070188301,0.9791511617091211,0.37666313900256576,13,0,43
8748062749188,8748070188310,0.9791511617091211,0.37666313900256576,11,0,19
8748062749188,8748070188319,0.9791511617091211,0.37666313900256576,11,0,25
8748062749188,8748070188328,0.9791511617091211,0.37666313900256576,13,0,40
8748062749188,8748070188337,0.9791511617091211,0.37666313900256576,13,0,35
8748062749188,8748070188346,0.9791511617091211,0.37666313900256576,11,0,25
8748062749188,8748070188355,0.9791511617091211,0.37666313900256576,12,1,30
8748062749188,8748070188364,0.9791511617091211,0.37666313900256576,12,0,27
8748062749188,8748070188373,0.9791511617091211,0.37666313900256576,12,0,34
8748062749188,8748070188382,0.9791511617091211,0.37666313900256576,14,0,47
8748062749188,8748070188391,0.9791511617091211,0.37666313900256576,14,0,34
8748062749188,8748070188400,0.9791511617091211,0.37666313900256576,13,1,30
8748062749188,8748070188409,0.9791511617091211,0.37666313900256576,13,0,40
8748062749188,8748070188418,0.9791511617091211,0.37666313900256576,13,0,33
8748062749188,8748070188427,0.9791511617091211,0.37666313900256576,13,0,49
8748062749188,8748070188436,0.9791511617091211,0.37666313900256576,11,0,33
8748062749188,8748070188445,0.9791511617091211,0.37666313900256576,13,0,33
8748062749188,8748070188454,0.9791511617091211,0.37666313900256576,11,0,37
8748062749188,8748070188463,0.9791511617091211,0.37666313900256576,13,0,29
8748062749188,8748070188472,0.9791511617091211,0.37666313900256576,14,0,40
8748062749188,8748070188481,0.9791511617091211,0.37666313900256576,10,0,30
8748062749188,8748070188490,0.9791511617091211,0.37666313900256576,13,0,38
8748062749188,8748070188499,0.9791511617091211,0.37666313900256576,12,0,31
8748062749188,8748070188508,0.9791511617091211,0.37666313900256576,13,0,36
8748062749188,8748070188517,0.9791511617091211,0.37666313900256576,12,0,38
8748062749188,8748070188526,0.9791511617091211,0.37666313900256576,14,0,41
8748062749188,8748070188535,0.9791511617091211,0.37666313900256576,11,0,43
8748062749188,8748070191364,0.9791511617091211,0.37666313900256576,13,0,34
8748062749188,8748070191373,0.9791511617091211,0.37666313900256576,9,1,23
8748062749188,8748070191382,0.9791511617091211,0.37666313900256576,12,0,32
8748062749188,8748070191391,0.9791511617091211,0.37666313900256576,12,0,28
8748062749188,8748070191400,0.9791511617091211,0.37666313900256576,13,0,44
8748062749188,8748070191409,0.9791511617091211,0.37666313900256576,14,0,39
8748062749188,8748070191418,0.9791511617091211,0.37666313900256576,14,0,36
8748062749188,8748070191427,0.9791511617091211,0.37666313900256576,12,0,30
8748062749188,8748070191436,0.9791511617091211,0.37666313900256576,13,0,35
8748062749188,8748070191445,0.9791511617091211,0.37666313900256576,14,0,31
8748062749188,8748070191454,0.9791511617091211,0.37666313900256576,13,0,33
