cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0,0,-6.258333333333344,55.30833333333334,0,5,0
0,1,-6.258333333333344,55.30833333333334,1,3,1
0,2,-6.258333333333344,55.30833333333334,0,4,0
0,3,-6.258333333333344,55.30833333333334,0,6,0
0,4,-6.258333333333344,55.30833333333334,0,3,0
0,5,-6.258333333333344,55.30833333333334,0,6,0
0,6,-6.258333333333344,55.30833333333334,0,3,0
0,7,-6.258333333333344,55.30833333333334,0,9,0
0,8,-6.258333333333344,55.30833333333334,1,3,2
1,0,-6.208333333333345,55.30833333333334,0,5,0
1,1,-6.208333333333345,55.30833333333334,0,6,0
1,2,-6.208333333333345,55.30833333333334,0,4,0
1,3,-6.208333333333345,55.30833333333334,1,6,1
1,4,-6.208333333333345,55.30833333333334,0,6,0
1,5,-6.208333333333345,55.30833333333334,0,1,0
1,6,-6.208333333333345,55.30833333333334,0,7,0
1,7,-6.208333333333345,55.30833333333334,1,2,1
1,8,-6.208333333333345,55.30833333333334,0,11,0
2,0,-6.266666666666678,55.3,0,1,0
2,1,-6.266666666666678,55.3,0,3,0
2,2,-6.266666666666678,55.3,0,8,0
2,3,-6.266666666666678,55.3,1,2,1
2,4,-6.266666666666678,55.3,0,3,0
2,5,-6.266666666666678,55.3,0,5,0
2,6,-6.266666666666678,55.3,0,8,0
2,7,-6.266666666666678,55.3,0,3,0
2,8,-6.266666666666678,55.3,0,2,0
3,0,-6.216666666666678,55.3,0,2,0
3,1,-6.216666666666678,55.3,0,8,0
3,2,-6.216666666666678,55.3,0,10,0
3,3,-6.216666666666678,55.3,0,3,0
3,4,-6.216666666666678,55.3,1,2,1
3,5,-6.216666666666678,55.3,0,5,0
3,6,-6.216666666666678,55.3,1,7,1
3,7,-6.216666666666678,55.3,0,6,0
3,8,-6.216666666666678,55.3,0,6,0
4,0,-6.208333333333345,55.3,0,1,0
4,1,-6.208333333333345,55.3,1,9,1
4,2,-6.208333333333345,55.3,0,7,0
4,3,-6.208333333333345,55.3,2,11,3
4,4,-6.208333333333345,55.3,1,8,2
4,5,-6.208333333333345,55.3,1,3,1
4,6,-6.208333333333345,55.3,0,2,0
4,7,-6.208333333333345,55.3,0,3,0
4,8,-6.208333333333345,55.3,0,4,0
5,0,-6.200000000000012,55.3,0,4,0
5,1,-6.200000000000012,55.3,1,5,1
5,2,-6.200000000000012,55.3,1,8,1
5,3,-6.200000000000012,55.3,1,4,1
5,4,-6.200000000000012,55.3,1,1,1
5,5,-6.200000000000012,55.3,2,4,3
5,6,-6.200000000000012,55.3,0,5,0
5,7,-6.200000000000012,55.3,1,4,1
5,8,-6.200000000000012,55.3,0,3,0
6,0,-6.191666666666678,55.3,1,6,1
6,1,-6.191666666666678,55.3,0,1,0
6,2,-6.191666666666678,55.3,1,2,1
6,3,-6.191666666666678,55.3,2,2,3
6,4,-6.191666666666678,55.3,1,7,1
6,5,-6.191666666666678,55.3,1,6,1
6,6,-6.191666666666678,55.3,1,7,1
6,7,-6.191666666666678,55.3,1,6,1
6,8,-6.191666666666678,55.3,1,7,1
7,0,-6.191666666666678,55.29166666666667,1,4,2
7,1,-6.191666666666678,55.29166666666667,1,4,2
7,2,-6.191666666666678,55.29166666666667,2,2,3
7,3,-6.191666666666678,55.29166666666667,2,3,4
7,4,-6.191666666666678,55.29166666666667,2,8,4
7,5,-6.191666666666678,55.29166666666667,2,6,3
7,6,-6.191666666666678,55.29166666666667,1,2,1
7,7,-6.191666666666678,55.29166666666667,2,6,3
7,8,-6.191666666666678,55.29166666666667,1,3,2
8,0,-6.191666666666678,55.28333333333334,0,5,0
8,1,-6.191666666666678,55.28333333333334,0,9,0
8,2,-6.191666666666678,55.28333333333334,0,6,0
8,3,-6.191666666666678,55.28333333333334,0,6,0
8,4,-6.191666666666678,55.28333333333334,0,9,0
8,5,-6.191666666666678,55.28333333333334,0,4,0
8,6,-6.191666666666678,55.28333333333334,0,9,0
8,7,-6.191666666666678,55.28333333333334,0,2,0
8,8,-6.191666666666678,55.28333333333334,0,10,0
9,0,-6.191666666666678,55.275000000000006,0,6,0
9,1,-6.191666666666678,55.275000000000006,0,9,0
9,2,-6.191666666666678,55.275000000000006,0,4,0
9,3,-6.191666666666678,55.275000000000006,0,1,0
9,4,-6.191666666666678,55.275000000000006,0,6,0
9,5,-6.191666666666678,55.275000000000006,0,8,0
9,6,-6.191666666666678,55.275000000000006,0,6,0
9,7,-6.191666666666678,55.275000000000006,0,2,0
9,8,-6.191666666666678,55.275000000000006,0,3,0
10,0,-6.483333333333345,55.25,0,5,0
10,1,-6.483333333333345,55.25,0,3,0
10,2,-6.483333333333345,55.25,0,3,0
10,3,-6.483333333333345,55.25,0,5,0
10,4,-6.483333333333345,55.25,0,6,0
10,5,-6.483333333333345,55.25,0,5,0
10,6,-6.483333333333345,55.25,0,3,0
10,7,-6.483333333333345,55.25,0,5,0
10,8,-6.483333333333345,55.25,0,3,0
11,0,-6.475000000000011,55.25,0,5,0
11,1,-6.475000000000011,55.25,0,4,0
11,2,-6.475000000000011,55.25,0,4,0
11,3,-6.475000000000011,55.25,0,2,0
11,4,-6.475000000000011,55.25,2,4,3
11,5,-6.475000000000011,55.25,1,7,1
11,6,-6.475000000000011,55.25,1,6,1
11,7,-6.475000000000011,55.25,0,5,0
11,8,-6.475000000000011,55.25,1,4,2
12,0,-6.525000000000011,55.24166666666667,0,7,0
12,1,-6.525000000000011,55.24166666666667,0,7,0
12,2,-6.525000000000011,55.24166666666667,0,4,0
12,3,-6.525000000000011,55.24166666666667,0,3,0
12,4,-6.525000000000011,55.24166666666667,0,8,0
12,5,-6.525000000000011,55.24166666666667,0,6,0
12,6,-6.525000000000011,55.24166666666667,1,7,2
12,7,-6.525000000000011,55.24166666666667,0,7,0
12,8,-6.525000000000011,55.24166666666667,0,5,0
13,0,-6.516666666666678,55.24166666666667,2,7,3
13,1,-6.516666666666678,55.24166666666667,0,7,0
13,2,-6.516666666666678,55.24166666666667,2,4,3
13,3,-6.516666666666678,55.24166666666667,0,9,0
13,4,-6.516666666666678,55.24166666666667,1,4,2
13,5,-6.516666666666678,55.24166666666667,2,5,3
13,6,-6.516666666666678,55.24166666666667,1,2,1
13,7,-6.516666666666678,55.24166666666667,2,6,3
13,8,-6.516666666666678,55.24166666666667,1,3,1
14,0,-6.508333333333344,55.24166666666667,0,3,0
14,1,-6.508333333333344,55.24166666666667,0,5,0
14,2,-6.508333333333344,55.24166666666667,0,5,0
14,3,-6.508333333333344,55.24166666666667,1,3,1
14,4,-6.508333333333344,55.24166666666667,0,4,0
14,5,-6.508333333333344,55.24166666666667,0,5,0
14,6,-6.508333333333344,55.24166666666667,0,6,0
14,7,-6.508333333333344,55.24166666666667,0,3,0
14,8,-6.508333333333344,55.24166666666667,0,3,0
15,0,-6.5000000000000115,55.24166666666667,0,7,0
15,1,-6.5000000000000115,55.24166666666667,1,2,2
15,2,-6.5000000000000115,55.24166666666667,0,6,0
15,3,-6.5000000000000115,55.24166666666667,1,6,2
15,4,-6.5000000000000115,55.24166666666667,1,8,1
15,5,-6.5000000000000115,55.24166666666667,0,1,0
15,6,-6.5000000000000115,55.24166666666667,1,6,1
15,7,-6.5000000000000115,55.24166666666667,1,2,2
15,8,-6.5000000000000115,55.24166666666667,2,5,3
16,0,-6.491666666666678,55.24166666666667,3,6,6
16,1,-6.491666666666678,55.24166666666667,2,3,3
16,2,-6.491666666666678,55.24166666666667,1,5,1
16,3,-6.491666666666678,55.24166666666667,2,6,3
16,4,-6.491666666666678,55.24166666666667,4,3,8
16,5,-6.491666666666678,55.24166666666667,3,4,7
16,6,-6.491666666666678,55.24166666666667,2,8,4
16,7,-6.491666666666678,55.24166666666667,2,4,3
16,8,-6.491666666666678,55.24166666666667,2,10,4
17,0,-6.483333333333345,55.24166666666667,2,4,3
17,1,-6.483333333333345,55.24166666666667,1,8,2
17,2,-6.483333333333345,55.24166666666667,3,3,7
17,3,-6.483333333333345,55.24166666666667,2,4,4
17,4,-6.483333333333345,55.24166666666667,0,7,0
17,5,-6.483333333333345,55.24166666666667,2,5,3
17,6,-6.483333333333345,55.24166666666667,2,10,4
17,7,-6.483333333333345,55.24166666666667,1,4,2
17,8,-6.483333333333345,55.24166666666667,0,2,0
18,0,-6.466666666666678,55.24166666666667,0,6,0
18,1,-6.466666666666678,55.24166666666667,1,7,1
18,2,-6.466666666666678,55.24166666666667,0,6,0
18,3,-6.466666666666678,55.24166666666667,0,3,0
18,4,-6.466666666666678,55.24166666666667,0,8,0
18,5,-6.466666666666678,55.24166666666667,0,6,0
18,6,-6.466666666666678,55.24166666666667,0,8,0
18,7,-6.466666666666678,55.24166666666667,0,3,0
18,8,-6.466666666666678,55.24166666666667,0,3,0
19,0,-6.458333333333345,55.24166666666667,1,12,2
19,1,-6.458333333333345,55.24166666666667,0,4,0
19,2,-6.458333333333345,55.24166666666667,2,4,3
19,3,-6.458333333333345,55.24166666666667,1,3,2
19,4,-6.458333333333345,55.24166666666667,1,8,2
19,5,-6.458333333333345,55.24166666666667,1,8,2
19,6,-6.458333333333345,55.24166666666667,2,3,3
