cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0,0,0,0,0,1,4
0,1,0,0,0,1,4
0,2,0,0,0,1,4
0,3,0,0,0,1,4
0,4,0,0,0,1,4
0,5,0,0,0,1,4
0,6,0,0,0,1,4
0,7,0,0,0,1,4
0,8,0,0,0,1,4
1,0,0,1,0,1,4
1,1,0,1,0,1,4
1,2,0,1,0,1,4
1,3,0,1,0,1,4
1,4,0,1,0,1,4
1,5,0,1,0,1,4
1,6,0,1,0,1,4
1,7,0,1,0,1,4
1,8,0,1,0,1,4
2,0,0,2,0,1,4
2,1,0,2,0,1,4
2,2,0,2,0,1,4
2,3,0,2,0,1,4
2,4,0,2,0,1,4
2,5,0,2,0,1,4
2,6,0,2,0,1,4
2,7,0,2,0,1,4
2,8,0,2,0,1,4
3,0,0,3,0,1,4
3,1,0,3,0,1,4
3,2,0,3,0,1,4
3,3,0,3,0,1,4
3,4,0,3,0,1,4
3,5,0,3,0,1,4
3,6,0,3,0,1,4
3,7,0,3,0,1,4
3,8,0,3,0,1,4
4,0,0,4,0,1,4
4,1,0,4,0,1,4
4,2,0,4,0,1,4
4,3,0,4,0,1,4
4,4,0,4,0,1,4
4,5,0,4,0,1,4
4,6,0,4,0,1,4
4,7,0,4,0,1,4
4,8,0,4,0,1,4
5,0,0,5,0,1,4
5,1,0,5,0,1,4
5,2,0,5,0,1,4
5,3,0,5,0,1,4
5,4,0,5,0,1,4
5,5,0,5,0,1,4
5,6,0,5,0,1,4
5,7,0,5,0,1,4
5,8,0,5,0,1,4
6,0,0,6,0,1,4
6,1,0,6,0,1,4
6,2,0,6,0,1,4
6,3,0,6,0,1,4
6,4,0,6,0,1,4
6,5,0,6,0,1,4
6,6,0,6,0,1,4
6,7,0,6,0,1,4
6,8,0,6,0,1,4
7,0,0,7,0,1,4
7,1,0,7,0,1,4
7,2,0,7,0,1,4
7,3,0,7,0,1,4
7,4,0,7,0,1,4
7,5,0,7,0,1,4
7,6,0,7,0,1,4
7,7,0,7,0,1,4
7,8,0,7,0,1,4
8,0,0,8,0,1,4
8,1,0,8,0,1,4
8,2,0,8,0,1,4
8,3,0,8,0,1,4
8,4,0,8,0,1,4
8,5,0,8,0,1,4
8,6,0,8,0,1,4
8,7,0,8,0,1,4
8,8,0,8,0,1,4
9,0,0,9,0,1,4
9,1,0,9,0,1,4
9,2,0,9,0,1,4
9,3,0,9,0,1,4
9,4,0,9,0,1,4
9,5,0,9,0,1,4
9,6,0,9,0,1,4
9,7,0,9,0,1,4
9,8,0,9,0,1,4
10,0,0,10,0,1,4
10,1,0,10,0,1,4
10,2,0,10,0,1,4
10,3,0,10,0,1,4
10,4,0,10,0,1,4
10,5,0,10,0,1,4
10,6,0,10,0,1,4
10,7,0,10,0,1,4
10,8,0,10,0,1,4
11,0,0,11,0,1,4
11,1,0,11,0,1,4
11,2,0,11,0,1,4
11,3,0,11,0,1,4
