cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0,0,0,0,6,6,30
0,1,0,0,6,6,30
0,2,0,0,6,6,30
0,3,0,0,6,6,30
0,4,0,0,6,6,30
0,5,0,0,6,6,30
0,6,0,0,6,6,30
0,7,0,0,6,6,30
0,8,0,0,6,6,30
1,0,0,1,6,6,30
1,1,0,1,6,6,30
1,2,0,1,6,6,30
1,3,0,1,6,6,30
1,4,0,1,6,6,30
1,5,0,1,6,6,30
1,6,0,1,6,6,30
1,7,0,1,6,6,30
1,8,0,1,6,6,30
2,0,0,2,6,6,30
2,1,0,2,6,6,30
2,2,0,2,6,6,30
2,3,0,2,6,6,30
2,4,0,2,6,6,30
2,5,0,2,6,6,30
2,6,0,2,6,6,30
2,7,0,2,6,6,30
2,8,0,2,6,6,30
3,0,0,3,6,6,30
3,1,0,3,6,6,30
3,2,0,3,6,6,30
3,3,0,3,6,6,30
3,4,0,3,6,6,30
3,5,0,3,6,6,30
3,6,0,3,6,6,30
3,7,0,3,6,6,30
3,8,0,3,6,6,30
4,0,0,4,6,6,30
4,1,0,4,6,6,30
4,2,0,4,6,6,30
4,3,0,4,6,6,30
4,4,0,4,6,6,30
4,5,0,4,6,6,30
4,6,0,4,6,6,30
4,7,0,4,6,6,30
4,8,0,4,6,6,30
5,0,0,5,6,6,30
5,1,0,5,6,6,30
5,2,0,5,6,6,30
5,3,0,5,6,6,30
5,4,0,5,6,6,30
5,5,0,5,6,6,30
5,6,0,5,6,6,30
5,7,0,5,6,6,30
5,8,0,5,6,6,30
6,0,1,0,6,6,30
6,1,1,0,6,6,30
6,2,1,0,6,6,30
6,3,1,0,6,6,30
6,4,1,0,6,6,30
6,5,1,0,6,6,30
6,6,1,0,6,6,30
6,7,1,0,6,6,30
6,8,1,0,6,6,30
7,0,1,1,6,6,30
7,1,1,1,6,6,30
7,2,1,1,6,6,30
7,3,1,1,6,6,30
7,4,1,1,6,6,30
7,5,1,1,6,6,30
7,6,1,1,6,6,30
7,7,1,1,6,6,30
7,8,1,1,6,6,30
8,0,1,2,6,6,30
8,1,1,2,6,6,30
8,2,1,2,6,6,30
8,3,1,2,6,6,30
8,4,1,2,6,6,30
8,5,1,2,6,6,30
8,6,1,2,6,6,30
8,7,1,2,6,6,30
8,8,1,2,6,6,30
9,0,1,3,6,6,30
9,1,1,3,6,6,30
9,2,1,3,6,6,30
9,3,1,3,6,6,30
9,4,1,3,6,6,30
9,5,1,3,6,6,30
9,6,1,3,6,6,30
9,7,1,3,6,6,30
9,8,1,3,6,6,30
10,0,1,4,6,6,30
10,1,1,4,6,6,30
10,2,1,4,6,6,30
10,3,1,4,6,6,30
10,4,1,4,6,6,30
10,5,1,4,6,6,30
10,6,1,4,6,6,30
10,7,1,4,6,6,30
10,8,1,4,6,6,30
11,0,1,5,6,6,30
11,1,1,5,6,6,30
11,2,1,5,6,6,30
11,3,1,5,6,6,30
11,4,1,5,6,6,30
11,5,1,5,6,6,30
11,6,1,5,6,6,30
11,7,1,5,6,6,30
11,8,1,5,6,6,30
12,0,2,0,6,6,30
12,1,2,0,6,6,30
12,2,2,0,6,6,30
12,3,2,0,6,6,30
12,4,2,0,6,6,30
12,5,2,0,6,6,30
12,6,2,0,6,6,30
12,7,2,0,6,6,30
12,8,2,0,6,6,30
13,0,2,1,6,6,30
13,1,2,1,6,6,30
13,2,2,1,6,6,30
13,3,2,1,6,6,30
13,4,2,1,6,6,30
13,5,2,1,6,6,30
13,6,2,1,6,6,30
13,7,2,1,6,6,30
13,8,2,1,6,6,30
14,0,2,2,6,6,30
14,1,2,2,6,6,30
14,2,2,2,6,6,30
14,3,2,2,6,6,30
14,4,2,2,6,6,30
14,5,2,2,6,6,30
14,6,2,2,6,6,30
14,7,2,2,6,6,30
14,8,2,2,6,6,30
15,0,2,3,6,6,30
15,1,2,3,6,6,30
15,2,2,3,6,6,30
15,3,2,3,6,6,30
15,4,2,3,6,6,30
15,5,2,3,6,6,30
15,6,2,3,6,6,30
15,7,2,3,6,6,30
15,8,2,3,6,6,30
16,0,2,4,6,6,30
16,1,2,4,6,6,30
16,2,2,4,6,6,30
16,3,2,4,6,6,30
16,4,2,4,6,6,30
16,5,2,4,6,6,30
16,6,2,4,6,6,30
16,7,2,4,6,6,30
16,8,2,4,6,6,30
17,0,2,5,6,6,30
17,1,2,5,6,6,30
17,2,2,5,6,6,30
17,3,2,5,6,6,30
17,4,2,5,6,6,30
17,5,2,5,6,6,30
17,6,2,5,6,6,30
17,7,2,5,6,6,30
17,8,2,5,6,6,30
18,0,3,0,6,6,30
18,1,3,0,6,6,30
18,2,3,0,6,6,30
18,3,3,0,6,6,30
18,4,3,0,6,6,30
18,5,3,0,6,6,30
18,6,3,0,6,6,30
18,7,3,0,6,6,30
18,8,3,0,6,6,30
19,0,3,1,6,6,30
19,1,3,1,6,6,30
19,2,3,1,6,6,30
19,3,3,1,6,6,30
19,4,3,1,6,6,30
19,5,3,1,6,6,30
19,6,3,1,6,6,30
19,7,3,1,6,6,30
19,8,3,1,6,6,30
20,0,3,2,6,6,30
20,1,3,2,6,6,30
20,2,3,2,6,6,30
20,3,3,2,6,6,30
20,4,3,2,6,6,30
20,5,3,2,6,6,30
20,6,3,2,6,6,30
20,7,3,2,6,6,30
20,8,3,2,6,6,30
21,0,3,3,6,6,30
21,1,3,3,6,6,30
21,2,3,3,6,6,30
21,3,3,3,6,6,30
21,4,3,3,6,6,30
21,5,3,3,6,6,30
21,6,3,3,6,6,30
21,7,3,3,6,6,30
21,8,3,3,6,6,30
22,0,3,4,6,6,30
22,1,3,4,6,6,30
22,2,3,4,6,6,30
22,3,3,4,6,6,30
22,4,3,4,6,6,30
22,5,3,4,6,6,30
22,6,3,4,6,6,30
22,7,3,4,6,6,30
22,8,3,4,6,6,30
23,0,3,5,6,6,30
23,1,3,5,6,6,30
23,2,3,5,6,6,30
23,3,3,5,6,6,30
23,4,3,5,6,6,30
23,5,3,5,6,6,30
23,6,3,5,6,6,30
23,7,3,5,6,6,30
23,8,3,5,6,6,30
24,0,4,0,6,6,30
24,1,4,0,6,6,30
24,2,4,0,6,6,30
24,3,4,0,6,6,30
24,4,4,0,6,6,30
24,5,4,0,6,6,30
24,6,4,0,6,6,30
24,7,4,0,6,6,30
24,8,4,0,6,6,30
25,0,4,1,6,6,30
25,1,4,1,6,6,30
25,2,4,1,6,6,30
25,3,4,1,6,6,30
25,4,4,1,6,6,30
25,5,4,1,6,6,30
25,6,4,1,6,6,30
25,7,4,1,6,6,30
25,8,4,1,6,6,30
26,0,4,2,6,6,30
26,1,4,2,6,6,30
26,2,4,2,6,6,30
26,3,4,2,6,6,30
26,4,4,2,6,6,30
26,5,4,2,6,6,30
26,6,4,2,6,6,30
26,7,4,2,6,6,30
26,8,4,2,6,6,30
27,0,4,3,6,6,30
27,1,4,3,6,6,30
27,2,4,3,6,6,30
27,3,4,3,6,6,30
27,4,4,3,6,6,30
27,5,4,3,6,6,30
27,6,4,3,6,6,30
27,7,4,3,6,6,30
27,8,4,3,6,6,30
28,0,4,4,6,6,30
28,1,4,4,6,6,30
28,2,4,4,6,6,30
28,3,4,4,6,6,30
28,4,4,4,6,6,30
28,5,4,4,6,6,30
28,6,4,4,6,6,30
28,7,4,4,6,6,30
28,8,4,4,6,6,30
29,0,4,5,6,6,30
29,1,4,5,6,6,30
29,2,4,5,6,6,30
29,3,4,5,6,6,30
29,4,4,5,6,6,30
29,5,4,5,6,6,30
29,6,4,5,6,6,30
29,7,4,5,6,6,30
29,8,4,5,6,6,30
30,0,5,0,6,6,30
30,1,5,0,6,6,30
30,2,5,0,6,6,30
30,3,5,0,6,6,30
30,4,5,0,6,6,30
30,5,5,0,6,6,30
30,6,5,0,6,6,30
30,7,5,0,6,6,30
30,8,5,0,6,6,30
31,0,5,1,6,6,30
31,1,5,1,6,6,30
31,2,5,1,6,6,30
31,3,5,1,6,6,30
31,4,5,1,6,6,30
31,5,5,1,6,6,30
31,6,5,1,6,6,30
31,7,5,1,6,6,30
31,8,5,1,6,6,30
32,0,5,2,6,6,30
32,1,5,2,6,6,30
32,2,5,2,6,6,30
32,3,5,2,6,6,30
32,4,5,2,6,6,30
32,5,5,2,6,6,30
32,6,5,2,6,6,30
32,7,5,2,6,6,30
32,8,5,2,6,6,30
33,0,5,3,6,6,30
33,1,5,3,6,6,30
33,2,5,3,6,6,30
33,3,5,3,6,6,30
33,4,5,3,6,6,30
33,5,5,3,6,6,30
33,6,5,3,6,6,30
33,7,5,3,6,6,30
33,8,5,3,6,6,30
34,0,5,4,6,6,30
34,1,5,4,6,6,30
34,2,5,4,6,6,30
34,3,5,4,6,6,30
34,4,5,4,6,6,30
34,5,5,4,6,6,30
34,6,5,4,6,6,30
34,7,5,4,6,6,30
34,8,5,4,6,6,30
35,0,5,5,6,6,30
35,1,5,5,6,6,30
35,2,5,5,6,6,30
35,3,5,5,6,6,30
35,4,5,5,6,6,30
35,5,5,5,6,6,30
35,6,5,5,6,6,30
35,7,5,5,6,6,30
35,8,5,5,6,6,30
