cell,microcell,location_x,location_y,household_number,Susceptible
8730986250623,8730986229703,0.6724354047312854,0.24828321183968183,29,76
8730986250623,8730986229709,0.6724354047312854,0.24828321183968183,23,53
8730986250623,8730986229724,0.6724354047312854,0.24828321183968183,24,55
8730986250623,8730986229733,0.6724354047312854,0.24828321183968183,28,83
8730986250623,8730986229742,0.6724354047312854,0.24828321183968183,25,51
8730986250623,8730986229751,0.6724354047312854,0.24828321183968183,25,61
8730986250623,8730986231044,0.6724354047312854,0.24828321183968183,26,60
8730986250623,8730986231053,0.6724354047312854,0.24828321183968183,26,51
8730986250623,8730986231062,0.6724354047312854,0.24828321183968183,25,53
8730986250623,8730986231071,0.6724354047312854,0.24828321183968183,26,69
8730986250623,8730986231080,0.6724354047312854,0.24828321183968183,26,49
8730986250623,8730986231089,0.6724354047312854,0.24828321183968183,26,59
8730986250623,8730986231098,0.6724354047312854,0.24828321183968183,25,60
8730986250623,8730986231107,0.6724354047312854,0.24828321183968183,26,62
8730986250623,8730986231116,0.6724354047312854,0.24828321183968183,25,56
8730986250623,8730986231125,0.6724354047312854,0.24828321183968183,23,60
8730986250623,8730986231134,0.6724354047312854,0.24828321183968183,23,61
8730986250623,8730986231143,0.6724354047312854,0.24828321183968183,26,62
8730986250623,8730986231152,0.6724354047312854,0.24828321183968183,27,66
8730986250623,8730986231161,0.6724354047312854,0.24828321183968183,24,57
8730986250623,8730986231170,0.6724354047312854,0.24828321183968183,26,67
8730986250623,8730986231179,0.6724354047312854,0.24828321183968183,30,70
8730986250623,8730986231188,0.6724354047312854,0.24828321183968183,23,56
8730986250623,8730986231197,0.6724354047312854,0.24828321183968183,23,62
8730986250623,8730986231206,0.6724354047312854,0.24828321183968183,26,61
8730986250623,8730986231215,0.6724354047312854,0.24828321183968183,24,59
8730986250623,8730986231224,0.6724354047312854,0.24828321183968183,25,54
8730986250623,8730986231233,0.6724354047312854,0.24828321183968183,25,47
8730986250623,8730986231242,0.6724354047312854,0.24828321183968183,24,47
8730986250623,8730986231251,0.6724354047312854,0.24828321183968183,27,64
8730986250623,8730986231260,0.6724354047312854,0.24828321183968183,29,64
8730986250623,8730986231269,0.6724354047312854,0.24828321183968183,28,58
8730986250623,8730986231278,0.6724354047312854,0.24828321183968183,26,62
8730986250623,8730986231287,0.6724354047312854,0.24828321183968183,26,58
8730986250623,8730986232836,0.6724354047312854,0.24828321183968183,25,48
8730986250623,8730986232845,0.6724354047312854,0.24828321183968183,24,52
