cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0,0.0,0.0,0.0,5,0,24
0,0.1,0.0,0.0,5,0,21
1,1.0,0.07142857142857142,0.0,5,0,24
1,1.1,0.07142857142857142,0.0,5,0,18
2,2.0,0.14285714285714285,0.0,5,0,31
2,2.1,0.14285714285714285,0.0,5,0,20
3,3.0,0.21428571428571427,0.0,5,0,34
3,3.1,0.21428571428571427,0.0,5,0,19
4,4.0,0.2857142857142857,0.0,5,0,23
4,4.1,0.2857142857142857,0.0,4,0,21
5,5.0,0.3571428571428571,0.0,5,0,17
5,5.1,0.3571428571428571,0.0,5,0,23
6,6.0,0.42857142857142855,0.0,5,0,22
6,6.1,0.42857142857142855,0.0,5,0,26
7,7.0,0.5,0.0,5,0,29
7,7.1,0.5,0.0,5,0,16
8,8.0,0.5714285714285714,0.0,5,0,18
8,8.1,0.5714285714285714,0.0,5,0,35
9,9.0,0.6428571428571428,0.0,5,0,19
9,9.1,0.6428571428571428,0.0,5,0,19
10,10.0,0.7142857142857142,0.0,5,0,24
10,10.1,0.7142857142857142,0.0,5,0,25
11,11.0,0.7857142857142857,0.0,5,0,24
11,11.1,0.7857142857142857,0.0,5,0,14
12,12.0,0.8571428571428571,0.0,5,0,28
12,12.1,0.8571428571428571,0.0,5,0,19
13,13.0,0.9285714285714285,0.0,5,0,23
13,13.1,0.9285714285714285,0.0,5,0,21
14,14.0,1.0,0.0,5,0,14
14,14.1,1.0,0.0,5,0,22
15,15.0,0.0,0.07142857142857142,5,0,27
15,15.1,0.0,0.07142857142857142,5,0,20
16,16.0,0.07142857142857142,0.07142857142857142,5,0,22
16,16.1,0.07142857142857142,0.07142857142857142,5,0,22
17,17.0,0.14285714285714285,0.07142857142857142,5,0,21
17,17.1,0.14285714285714285,0.07142857142857142,5,0,25
18,18.0,0.21428571428571427,0.07142857142857142,5,0,20
18,18.1,0.21428571428571427,0.07142857142857142,5,0,23
19,19.0,0.2857142857142857,0.07142857142857142,5,0,20
19,19.1,0.2857142857142857,0.07142857142857142,5,0,20
20,20.0,0.3571428571428571,0.07142857142857142,5,0,19
20,20.1,0.3571428571428571,0.07142857142857142,5,0,25
21,21.0,0.42857142857142855,0.07142857142857142,5,0,18
21,21.1,0.42857142857142855,0.07142857142857142,5,0,19
22,22.0,0.5,0.07142857142857142,5,0,21
22,22.1,0.5,0.07142857142857142,5,0,23
23,23.0,0.5714285714285714,0.07142857142857142,5,0,29
23,23.1,0.5714285714285714,0.07142857142857142,5,0,26
24,24.0,0.6428571428571428,0.07142857142857142,5,0,18
24,24.1,0.6428571428571428,0.07142857142857142,4,0,13
25,25.0,0.7142857142857142,0.07142857142857142,5,0,26
25,25.1,0.7142857142857142,0.07142857142857142,5,0,19
26,26.0,0.7857142857142857,0.07142857142857142,5,0,20
26,26.1,0.7857142857142857,0.07142857142857142,5,0,26
27,27.0,0.8571428571428571,0.07142857142857142,5,0,26
27,27.1,0.8571428571428571,0.07142857142857142,5,0,22
28,28.0,0.9285714285714285,0.07142857142857142,5,0,27
28,28.1,0.9285714285714285,0.07142857142857142,5,0,20
29,29.0,1.0,0.07142857142857142,5,0,15
29,29.1,1.0,0.07142857142857142,5,0,19
30,30.0,0.0,0.14285714285714285,5,0,22
30,30.1,0.0,0.14285714285714285,5,0,24
31,31.0,0.07142857142857142,0.14285714285714285,5,0,20
31,31.1,0.07142857142857142,0.14285714285714285,5,0,22
32,32.0,0.14285714285714285,0.14285714285714285,5,0,27
32,32.1,0.14285714285714285,0.14285714285714285,5,0,24
33,33.0,0.21428571428571427,0.14285714285714285,5,0,20
33,33.1,0.21428571428571427,0.14285714285714285,5,0,23
34,34.0,0.2857142857142857,0.14285714285714285,5,0,24
34,34.1,0.2857142857142857,0.14285714285714285,5,0,23
35,35.0,0.3571428571428571,0.14285714285714285,5,0,17
35,35.1,0.3571428571428571,0.14285714285714285,5,0,24
36,36.0,0.42857142857142855,0.14285714285714285,5,0,22
36,36.1,0.42857142857142855,0.14285714285714285,5,0,17
37,37.0,0.5,0.14285714285714285,5,0,14
37,37.1,0.5,0.14285714285714285,5,0,30
38,38.0,0.5714285714285714,0.14285714285714285,4,0,19
38,38.1,0.5714285714285714,0.14285714285714285,3,0,15
39,39.0,0.6428571428571428,0.14285714285714285,5,0,21
39,39.1,0.6428571428571428,0.14285714285714285,5,0,20
40,40.0,0.7142857142857142,0.14285714285714285,5,0,33
40,40.1,0.7142857142857142,0.14285714285714285,5,0,30
41,41.0,0.7857142857142857,0.14285714285714285,5,0,23
41,41.1,0.7857142857142857,0.14285714285714285,5,0,35
42,42.0,0.8571428571428571,0.14285714285714285,5,0,34
42,42.1,0.8571428571428571,0.14285714285714285,5,0,27
43,43.0,0.9285714285714285,0.14285714285714285,5,0,18
43,43.1,0.9285714285714285,0.14285714285714285,5,0,20
44,44.0,1.0,0.14285714285714285,5,0,20
44,44.1,1.0,0.14285714285714285,5,0,20
45,45.0,0.0,0.21428571428571427,4,0,19
45,45.1,0.0,0.21428571428571427,5,0,24
46,46.0,0.07142857142857142,0.21428571428571427,5,0,15
46,46.1,0.07142857142857142,0.21428571428571427,5,0,30
47,47.0,0.14285714285714285,0.21428571428571427,5,0,14
47,47.1,0.14285714285714285,0.21428571428571427,5,0,22
48,48.0,0.21428571428571427,0.21428571428571427,5,0,16
48,48.1,0.21428571428571427,0.21428571428571427,5,0,24
49,49.0,0.2857142857142857,0.21428571428571427,5,0,17
49,49.1,0.2857142857142857,0.21428571428571427,5,0,18
50,50.0,0.3571428571428571,0.21428571428571427,5,0,29
50,50.1,0.3571428571428571,0.21428571428571427,5,0,20
51,51.0,0.42857142857142855,0.21428571428571427,5,0,20
51,51.1,0.42857142857142855,0.21428571428571427,5,0,26
52,52.0,0.5,0.21428571428571427,5,0,21
52,52.1,0.5,0.21428571428571427,5,0,22
53,53.0,0.5714285714285714,0.21428571428571427,5,0,17
53,53.1,0.5714285714285714,0.21428571428571427,5,0,17
54,54.0,0.6428571428571428,0.21428571428571427,5,0,13
54,54.1,0.6428571428571428,0.21428571428571427,5,0,21
55,55.0,0.7142857142857142,0.21428571428571427,5,0,16
55,55.1,0.7142857142857142,0.21428571428571427,5,0,21
56,56.0,0.7857142857142857,0.21428571428571427,5,0,19
56,56.1,0.7857142857142857,0.21428571428571427,5,0,27
57,57.0,0.8571428571428571,0.21428571428571427,5,0,24
57,57.1,0.8571428571428571,0.21428571428571427,5,0,19
58,58.0,0.9285714285714285,0.21428571428571427,5,0,31
58,58.1,0.9285714285714285,0.21428571428571427,5,0,33
59,59.0,1.0,0.21428571428571427,5,0,20
59,59.1,1.0,0.21428571428571427,5,0,24
60,60.0,0.0,0.2857142857142857,5,0,18
60,60.1,0.0,0.2857142857142857,5,0,16
61,61.0,0.07142857142857142,0.2857142857142857,5,0,29
61,61.1,0.07142857142857142,0.2857142857142857,5,0,15
62,62.0,0.14285714285714285,0.2857142857142857,5,0,17
62,62.1,0.14285714285714285,0.2857142857142857,5,0,21
63,63.0,0.21428571428571427,0.2857142857142857,5,0,23
63,63.1,0.21428571428571427,0.2857142857142857,5,0,24
64,64.0,0.2857142857142857,0.2857142857142857,5,0,34
64,64.1,0.2857142857142857,0.2857142857142857,5,0,20
65,65.0,0.3571428571428571,0.2857142857142857,4,0,20
65,65.1,0.3571428571428571,0.2857142857142857,5,0,25
66,66.0,0.42857142857142855,0.2857142857142857,5,0,21
66,66.1,0.42857142857142855,0.2857142857142857,5,0,27
67,67.0,0.5,0.2857142857142857,5,0,28
67,67.1,0.5,0.2857142857142857,5,0,26
68,68.0,0.5714285714285714,0.2857142857142857,5,0,18
68,68.1,0.5714285714285714,0.2857142857142857,5,0,27
69,69.0,0.6428571428571428,0.2857142857142857,5,0,21
69,69.1,0.6428571428571428,0.2857142857142857,5,0,28
70,70.0,0.7142857142857142,0.2857142857142857,4,0,20
70,70.1,0.7142857142857142,0.2857142857142857,5,0,24
71,71.0,0.7857142857142857,0.2857142857142857,5,0,26
71,71.1,0.7857142857142857,0.2857142857142857,5,0,19
72,72.0,0.8571428571428571,0.2857142857142857,5,0,25
72,72.1,0.8571428571428571,0.2857142857142857,5,0,19
73,73.0,0.9285714285714285,0.2857142857142857,5,0,15
73,73.1,0.9285714285714285,0.2857142857142857,5,0,14
74,74.0,1.0,0.2857142857142857,5,0,25
74,74.1,1.0,0.2857142857142857,5,0,26
75,75.0,0.0,0.3571428571428571,4,0,27
