cell,microcell,location_x,location_y,household_number,place_number,Susceptible
0,0,0,0,1,1,4
0,1,0,0,1,1,4
0,2,0,0,1,1,4
0,3,0,0,1,1,4
0,4,0,0,1,1,4
0,5,0,0,1,1,4
0,6,0,0,1,1,4
0,7,0,0,1,1,4
0,8,0,0,1,1,4
1,0,0,1,1,1,4
1,1,0,1,1,1,4
1,2,0,1,1,1,4
1,3,0,1,1,1,4
1,4,0,1,1,1,4
1,5,0,1,1,1,4
1,6,0,1,1,1,4
1,7,0,1,1,1,4
1,8,0,1,1,1,4
2,0,0,2,1,1,4
2,1,0,2,1,1,4
2,2,0,2,1,1,4
2,3,0,2,1,1,4
2,4,0,2,1,1,4
2,5,0,2,1,1,4
2,6,0,2,1,1,4
2,7,0,2,1,1,4
2,8,0,2,1,1,4
3,0,0,3,1,1,4
3,1,0,3,1,1,4
3,2,0,3,1,1,4
3,3,0,3,1,1,4
3,4,0,3,1,1,4
3,5,0,3,1,1,4
3,6,0,3,1,1,4
3,7,0,3,1,1,4
3,8,0,3,1,1,4
4,0,0,4,1,1,4
4,1,0,4,1,1,4
4,2,0,4,1,1,4
4,3,0,4,1,1,4
4,4,0,4,1,1,4
4,5,0,4,1,1,4
4,6,0,4,1,1,4
4,7,0,4,1,1,4
4,8,0,4,1,1,4
5,0,0,5,1,1,4
5,1,0,5,1,1,4
5,2,0,5,1,1,4
5,3,0,5,1,1,4
5,4,0,5,1,1,4
5,5,0,5,1,1,4
5,6,0,5,1,1,4
5,7,0,5,1,1,4
5,8,0,5,1,1,4
6,0,0,6,1,1,4
6,1,0,6,1,1,4
6,2,0,6,1,1,4
6,3,0,6,1,1,4
6,4,0,6,1,1,4
6,5,0,6,1,1,4
6,6,0,6,1,1,4
6,7,0,6,1,1,4
6,8,0,6,1,1,4
7,0,0,7,1,1,4
7,1,0,7,1,1,4
7,2,0,7,1,1,4
7,3,0,7,1,1,4
7,4,0,7,1,1,4
7,5,0,7,1,1,4
7,6,0,7,1,1,4
7,7,0,7,1,1,4
7,8,0,7,1,1,4
8,0,0,8,1,1,4
8,1,0,8,1,1,4
8,2,0,8,1,1,4
8,3,0,8,1,1,4
8,4,0,8,1,1,4
8,5,0,8,1,1,4
8,6,0,8,1,1,4
8,7,0,8,1,1,4
8,8,0,8,1,1,4
9,0,0,9,1,1,4
9,1,0,9,1,1,4
9,2,0,9,1,1,4
9,3,0,9,1,1,4
9,4,0,9,1,1,4
9,5,0,9,1,1,4
9,6,0,9,1,1,4
9,7,0,9,1,1,4
9,8,0,9,1,1,4
10,0,0,10,1,1,4
10,1,0,10,1,1,4
10,2,0,10,1,1,4
10,3,0,10,1,1,4
10,4,0,10,1,1,4
10,5,0,10,1,1,4
10,6,0,10,1,1,4
10,7,0,10,1,1,4
10,8,0,10,1,1,4
11,0,0,11,1,1,4
11,1,0,11,1,1,4
11,2,0,11,1,1,4
11,3,0,11,1,1,4
11,4,0,11,1,1,4
11,5,0,11,1,1,4
11,6,0,11,1,1,4
11,7,0,11,1,1,4
11,8,0,11,1,1,4
12,0,0,12,1,1,4
12,1,0,12,1,1,4
12,2,0,12,1,1,4
12,3,0,12,1,1,4
12,4,0,12,1,1,4
12,5,0,12,1,1,4
12,6,0,12,1,1,4
12,7,0,12,1,1,4
12,8,0,12,1,1,4
13,0,0,13,1,1,4
13,1,0,13,1,1,4
13,2,0,13,1,1,4
13,3,0,13,1,1,4
13,4,0,13,1,1,4
13,5,0,13,1,1,4
13,6,0,13,1,1,4
13,7,0,13,1,1,4
13,8,0,13,1,1,5
14,0,0,14,1,1,5
14,1,0,14,1,1,5
14,2,0,14,1,1,5
14,3,0,14,1,1,5
14,4,0,14,1,1,5
14,5,0,14,1,1,5
14,6,0,14,1,1,5
14,7,0,14,1,1,5
14,8,0,14,1,1,5
15,0,1,0,1,1,5
15,1,1,0,1,1,5
15,2,1,0,1,1,5
15,3,1,0,1,1,5
15,4,1,0,1,1,5
15,5,1,0,1,1,5
15,6,1,0,1,1,5
15,7,1,0,1,1,5
15,8,1,0,1,1,5
16,0,1,1,1,1,5
16,1,1,1,1,1,5
16,2,1,1,1,1,5
16,3,1,1,1,1,5
16,4,1,1,1,1,5
16,5,1,1,1,1,5
16,6,1,1,1,1,5
16,7,1,1,1,1,5
16,8,1,1,1,1,5
17,0,1,2,1,1,5
17,1,1,2,1,1,5
17,2,1,2,1,1,5
17,3,1,2,1,1,5
17,4,1,2,1,1,5
17,5,1,2,1,1,5
17,6,1,2,1,1,5
17,7,1,2,1,1,5
17,8,1,2,1,1,5
18,0,1,3,1,1,5
18,1,1,3,1,1,5
18,2,1,3,1,1,5
18,3,1,3,1,1,5
18,4,1,3,1,1,5
18,5,1,3,1,1,5
18,6,1,3,1,1,5
18,7,1,3,1,1,5
18,8,1,3,1,1,5
19,0,1,4,1,1,5
19,1,1,4,1,1,5
19,2,1,4,1,1,5
19,3,1,4,1,1,5
19,4,1,4,1,1,5
19,5,1,4,1,1,5
19,6,1,4,1,1,5
19,7,1,4,1,1,5
19,8,1,4,1,1,5
20,0,1,5,1,1,5
20,1,1,5,1,1,5
20,2,1,5,1,1,5
20,3,1,5,1,1,5
20,4,1,5,1,1,5
20,5,1,5,1,1,5
20,6,1,5,1,1,5
20,7,1,5,1,1,5
20,8,1,5,1,1,5
21,0,1,6,1,1,5
21,1,1,6,1,1,5
21,2,1,6,1,1,5
21,3,1,6,1,1,5
21,4,1,6,1,1,5
21,5,1,6,1,1,5
21,6,1,6,1,1,5
21,7,1,6,1,1,5
21,8,1,6,1,1,5
22,0,1,7,1,1,5
22,1,1,7,1,1,5
22,2,1,7,1,1,5
22,3,1,7,1,1,5
22,4,1,7,1,1,5
22,5,1,7,1,1,5
22,6,1,7,1,1,5
22,7,1,7,1,1,5
22,8,1,7,1,1,5
23,0,1,8,1,1,5
23,1,1,8,1,1,5
23,2,1,8,1,1,5
23,3,1,8,1,1,5
23,4,1,8,1,1,5
23,5,1,8,1,1,5
23,6,1,8,1,1,5
23,7,1,8,1,1,5
23,8,1,8,1,1,5
24,0,1,9,1,1,5
24,1,1,9,1,1,5
24,2,1,9,1,1,5
24,3,1,9,1,1,5
24,4,1,9,1,1,5
24,5,1,9,1,1,5
24,6,1,9,1,1,5
24,7,1,9,1,1,5
24,8,1,9,1,1,5
25,0,1,10,1,1,5
25,1,1,10,1,1,5
25,2,1,10,1,1,5
25,3,1,10,1,1,5
25,4,1,10,1,1,5
25,5,1,10,1,1,5
25,6,1,10,1,1,5
25,7,1,10,1,1,5
25,8,1,10,1,1,5
26,0,1,11,1,1,5
26,1,1,11,1,1,5
26,2,1,11,1,1,5
26,3,1,11,1,1,5
26,4,1,11,1,1,5
26,5,1,11,1,1,5
26,6,1,11,1,1,5
26,7,1,11,1,1,5
26,8,1,11,1,1,5
27,0,1,12,1,1,5
27,1,1,12,1,1,5
27,2,1,12,1,1,5
27,3,1,12,1,1,5
27,4,1,12,1,1,5
27,5,1,12,1,1,5
27,6,1,12,1,1,5
27,7,1,12,1,1,5
27,8,1,12,1,1,5
28,0,1,13,1,1,5
28,1,1,13,1,1,5
28,2,1,13,1,1,5
28,3,1,13,1,1,5
28,4,1,13,1,1,5
28,5,1,13,1,1,5
28,6,1,13,1,1,5
28,7,1,13,1,1,5
28,8,1,13,1,1,5
29,0,1,14,1,1,5
29,1,1,14,1,1,5
29,2,1,14,1,1,5
29,3,1,14,1,1,5
29,4,1,14,1,1,5
29,5,1,14,1,1,5
29,6,1,14,1,1,5
29,7,1,14,1,1,5
29,8,1,14,1,1,5
30,0,2,0,1,1,5
30,1,2,0,1,1,5
30,2,2,0,1,1,5
30,3,2,0,1,1,5
30,4,2,0,1,1,5
30,5,2,0,1,1,5
30,6,2,0,1,1,5
30,7,2,0,1,1,5
30,8,2,0,1,1,5
31,0,2,1,1,1,5
31,1,2,1,1,1,5
31,2,2,1,1,1,5
31,3,2,1,1,1,5
31,4,2,1,1,1,5
31,5,2,1,1,1,5
31,6,2,1,1,1,5
31,7,2,1,1,1,5
31,8,2,1,1,1,5
32,0,2,2,1,1,5
32,1,2,2,1,1,5
32,2,2,2,1,1,5
32,3,2,2,1,1,5
32,4,2,2,1,1,5
32,5,2,2,1,1,5
32,6,2,2,1,1,5
32,7,2,2,1,1,5
32,8,2,2,1,1,5
33,0,2,3,1,1,5
33,1,2,3,1,1,5
33,2,2,3,1,1,5
33,3,2,3,1,1,5
33,4,2,3,1,1,5
33,5,2,3,1,1,5
33,6,2,3,1,1,5
33,7,2,3,1,1,5
33,8,2,3,1,1,5
34,0,2,4,1,1,5
34,1,2,4,1,1,5
34,2,2,4,1,1,5
34,3,2,4,1,1,5
34,4,2,4,1,1,5
34,5,2,4,1,1,5
34,6,2,4,1,1,5
34,7,2,4,1,1,5
34,8,2,4,1,1,5
35,0,2,5,1,1,5
35,1,2,5,1,1,5
35,2,2,5,1,1,5
35,3,2,5,1,1,5
35,4,2,5,1,1,5
35,5,2,5,1,1,5
35,6,2,5,1,1,5
35,7,2,5,1,1,5
35,8,2,5,1,1,5
36,0,2,6,1,1,5
36,1,2,6,1,1,5
36,2,2,6,1,1,5
36,3,2,6,1,1,5
36,4,2,6,1,1,5
36,5,2,6,1,1,5
36,6,2,6,1,1,5
36,7,2,6,1,1,5
36,8,2,6,1,1,5
37,0,2,7,1,1,5
37,1,2,7,1,1,5
37,2,2,7,1,1,5
37,3,2,7,1,1,5
37,4,2,7,1,1,5
37,5,2,7,1,1,5
37,6,2,7,1,1,5
37,7,2,7,1,1,5
37,8,2,7,1,1,5
38,0,2,8,1,1,5
38,1,2,8,1,1,5
38,2,2,8,1,1,5
38,3,2,8,1,1,5
38,4,2,8,1,1,5
38,5,2,8,1,1,5
38,6,2,8,1,1,5
38,7,2,8,1,1,5
38,8,2,8,1,1,5
39,0,2,9,1,1,5
39,1,2,9,1,1,5
39,2,2,9,1,1,5
39,3,2,9,1,1,5
39,4,2,9,1,1,5
39,5,2,9,1,1,5
39,6,2,9,1,1,5
39,7,2,9,1,1,5
39,8,2,9,1,1,5
40,0,2,10,1,1,5
40,1,2,10,1,1,5
40,2,2,10,1,1,5
40,3,2,10,1,1,5
40,4,2,10,1,1,5
40,5,2,10,1,1,5
40,6,2,10,1,1,5
40,7,2,10,1,1,5
40,8,2,10,1,1,5
41,0,2,11,1,1,5
41,1,2,11,1,1,5
41,2,2,11,1,1,5
41,3,2,11,1,1,5
41,4,2,11,1,1,5
41,5,2,11,1,1,5
41,6,2,11,1,1,5
41,7,2,11,1,1,5
41,8,2,11,1,1,5
42,0,2,12,1,1,5
42,1,2,12,1,1,5
42,2,2,12,1,1,5
42,3,2,12,1,1,5
42,4,2,12,1,1,5
42,5,2,12,1,1,5
42,6,2,12,1,1,5
42,7,2,12,1,1,5
